Review Title,Aircraft,Type of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food Beverages,Inflight Entertainment,Ground Service,Value For Money,Overall Rating,sentiment_score,sentiment_label,Sentiment Score,Sentiment,Review Length,Route Popularity,Airline Popularity,clean_review,Aircraft_Label
"""told by cabin crew I would be refunded""",A380,Solo Leisure,Economy Class,London Heathrow to Singapore,2024-05-01,2.0,1.0,1.0,1.0,1.0,1,1.1666666666666667,0.0,Neutral,0.0,1,8,5,302,told by cabin crew i would be refunded,81
“premium price for a sub-par product”,Boeing 787-9,Couple Leisure,Business Class,London Heathrow to Hong Kong,2024-05-01,2.0,3.0,2.0,1.0,2.0,1,1.8333333333333333,0.0,Neutral,0.0,1,6,5,54,premium price for a subpar product,184
"""can't even choose my own seat""",Boeing 747-400,Solo Leisure,Economy Class,Boston to London,2024-05-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,1.0,3,2.5743104284684644,0.0,Neutral,0.0,1,6,4,275,cant even choose my own seat,129
“Very impressed with BA”,A320,Couple Leisure,Economy Class,New York to Manchester via London,2024-05-01,4.0,5.0,5.0,5.0,4.0,4,4.5,0.4767,Positive,0.4767,2,4,1,662,very impressed with ba,26
"""appalling customer service""",A380 / Boeing 777-200ER,Family Leisure,Business Class,London to San Francisco,2023-08-01,2.0,5.0,4.0,4.0,5.0,2,3.6666666666666665,-0.3612,Negative,-0.3612,0,3,8,1,appalling customer service,86
"""baggage customer service is a joke""",A319,Couple Leisure,Economy Class,Malaga to Boston via London,2024-05-01,2.0,2.0,1.0,2.0,1.0,2,1.6666666666666667,0.296,Positive,0.296,2,6,1,196,baggage customer service is a joke,10
"""Worst business class ever""",A380,Couple Leisure,Business Class,Milan Linate to Miami via London Heathrow,2024-04-01,1.0,2.0,3.0,2.0,2.0,1,1.8333333333333333,-0.6249,Negative,-0.6249,0,4,1,302,worst business class ever,81
"""replicating the likes of Ryanair""",A320,Couple Leisure,Economy Class,Catania to Gatwick,2024-05-01,2.0,1.0,1.0,1.4,3.0,1,1.5666666666666667,0.4215,Positive,0.4215,2,5,3,662,replicating the likes of ryanair,26
"""declined to offer compensation""",A320,Solo Leisure,Economy Class,London to Hannover,2024-04-01,3.0,3.0,2.7091954022988505,2.636533432947329,1.0,1,2.2242881392076965,0.0,Neutral,0.0,1,4,1,662,declined to offer compensation,26
"""onboard like discount carriers""",A319 / A320,Solo Leisure,Economy Class,Manchester to Copenhagen via London,2024-04-01,3.0,3.0,2.0,2.0,4.0,4,3.0,0.3612,Positive,0.3612,2,4,1,4,onboard like discount carriers,11
"""Never using them again""",A321,Solo Leisure,Economy Class,London to Valencia,2024-04-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,4,3,126,never using them again,59
"""undiscerning and insincere compensation""",A380,Business,Economy Class,Singapore to London,2024-04-01,3.0,3.0,3.0,1.0,1.0,1,2.0,-0.4215,Negative,-0.4215,0,4,12,302,undiscerning and insincere compensation,81
"""mock and insult your passengers""",A320,Business,Economy Class,Madrid to London Heathrow,2024-04-01,3.0,1.0,1.0,1.4,2.0,1,1.5666666666666667,-0.7269,Negative,-0.7269,0,5,7,662,mock and insult your passengers,26
"""lost my luggage on both flights""",A350,Solo Leisure,Economy Class,Austin to London Heathrow,2024-04-01,3.0,2.0,1.0,1.4,1.0,1,1.5666666666666667,-0.3182,Negative,-0.3182,0,6,2,39,lost my luggage on both flights,79
"""the worst experience""",Boeing 747 400,Couple Leisure,Premium Economy,Zurich to Phoenix via Heathrow,2024-02-01,2.0,1.0,1.0,2.0,1.0,1,1.3333333333333333,-0.6249,Negative,-0.6249,0,3,1,10,the worst experience,123
"""The flights were okay""",A319 / E190,Couple Leisure,Economy Class,Rotterdam to London City,2024-03-01,3.0,3.0,3.0,3.4,3.0,2,2.9,0.2263,Positive,0.2263,2,4,3,3,the flights were okay,22
“entire experience has been stressful”,Boeing 787,Solo Leisure,Premium Economy,Kansas City to Dublin via Heathrow,2024-04-01,2.0,3.0,2.7091954022988505,2.636533432947329,3.0,1,2.390954805874363,0.0,Neutral,0.0,1,5,1,97,entire experience has been stressful,172
"""whole experience was awful""",A321 neo,Family Leisure,Economy Class,Tenerife to London,2024-01-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,1.0,1,2.2409770951351313,-0.4588,Negative,-0.4588,0,4,2,11,whole experience was awful,66
“This is true service”,A340,Business,Business Class,Lisbon to San Diego,2024-03-01,3.0,4.0,3.0,4.0,5.0,4,3.8333333333333335,0.4215,Positive,0.4215,2,4,1,1,this is true service,76
"""Flight attendants welcoming""",Boeing 787,Business,Business Class,London Heathrow to Mumbai,2024-03-01,3.0,5.0,3.0,4.0,4.0,3,3.6666666666666665,0.4404,Positive,0.4404,2,3,1,97,flight attendants welcoming,172
"""the service was appalling""",Boeing 777-200,Couple Leisure,Business Class,Doha to London Heathrow,2024-03-01,3.0,1.0,1.0,2.0,2.0,1,1.6666666666666667,-0.3612,Negative,-0.3612,0,4,4,171,the service was appalling,157
"""service was slow and unfriendly""",Boeing 777-200,Couple Leisure,Business Class,Doha to London Heathrow,2024-03-01,5.0,1.0,1.0,5.0,5.0,3,3.3333333333333335,-0.3612,Negative,-0.3612,0,5,4,171,service was slow and unfriendly,157
"""a really lovely flight""",A350,Solo Leisure,Business Class,London Heathrow to São Paulo,2024-03-01,4.0,4.0,5.0,5.0,4.0,4,4.333333333333333,0.624,Positive,0.624,2,4,1,39,a really lovely flight,79
"""travelling with British Airways so stressful""",A330,Couple Leisure,Economy Class,London Heathrow to Nice,2024-03-01,4.0,3.0,2.7091954022988505,2.636533432947329,2.0,1,2.55762147254103,-0.6418,Negative,-0.6418,0,6,4,3,travelling with british airways so stressful,75
“didn't find the crew particularly welcoming”,Boeing 777,Business,Business Class,London to Tokyo,2024-03-01,5.0,2.0,5.0,5.0,3.0,4,4.0,0.0,Neutral,0.0,1,6,4,452,didnt find the crew particularly welcoming,145
"""I would say disappointing""",A320,Business,Economy Class,Lisbon to London,2024-03-01,4.0,3.0,2.7091954022988505,2.636533432947329,1.0,3,2.724288139207696,-0.4939,Negative,-0.4939,0,4,8,662,i would say disappointing,26
"""Exceptional flight""",Boeing 777,Couple Leisure,Business Class,London to Delhi,2024-02-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.0,Neutral,0.0,1,2,8,452,exceptional flight,145
"""Cabin crew attentive and bubbly""",A320,Couple Leisure,Economy Class,London to Milan,2024-03-01,5.0,5.0,5.0,3.4,4.0,5,4.566666666666666,0.0,Neutral,0.0,1,5,6,662,cabin crew attentive and bubbly,26
“a terrible and unnecessary experience”,A319,Couple Leisure,Economy Class,Madrid to London Heathrow,2024-03-01,3.0,3.0,2.7091954022988505,2.636533432947329,3.0,2,2.724288139207696,-0.4767,Negative,-0.4767,0,5,7,196,a terrible and unnecessary experience,10
"""stick to their cabin bag size limit""",A320,Solo Leisure,Economy Class,London Heathrow to Toulouse,2024-03-01,4.0,4.0,2.7091954022988505,2.636533432947329,3.0,3,3.224288139207696,0.0,Neutral,0.0,1,7,2,662,stick to their cabin bag size limit,26
"""crew were attentive, friendly""",Boeing 787-8 /777-200 / A320-200,Family Leisure,Economy Class,Montreal to Venice via London Heathrow,2024-03-01,4.0,5.0,5.0,4.0,3.0,4,4.166666666666667,0.4939,Positive,0.4939,2,4,1,1,crew were attentive friendly,181
"""Utterly outrageous""",A321,Business,Business Class,Paphos to London,2024-03-01,2.0,1.0,2.0,1.0,1.0,1,1.3333333333333333,-0.5095,Negative,-0.5095,0,2,1,126,utterly outrageous,59
"""They have a long way to go""",Boeing 777-300,Business,Business Class,London to Houston,2024-03-01,1.0,3.0,3.0,2.0,1.0,1,1.8333333333333333,0.0,Neutral,0.0,1,7,2,54,they have a long way to go,167
"""FA's were friendly""",A320,Solo Leisure,Business Class,London Heathrow to Brussels,2024-03-01,2.0,4.0,3.0,3.4,3.0,3,3.0666666666666664,0.4939,Positive,0.4939,2,3,5,662,fas were friendly,26
"""Far from pleasant experience""",Boeing 777,Solo Leisure,Business Class,Barbados to London heathrow,2024-03-01,3.0,3.0,2.0,2.0,1.0,2,2.1666666666666665,0.5106,Positive,0.5106,2,4,1,452,far from pleasant experience,145
"""cancelled our return flight""",A321 neo,Family Leisure,Economy Class,Toronto to Mumbai via London,2024-02-01,2.0,1.0,2.0,2.0,1.0,1,1.5,-0.25,Negative,-0.25,0,4,1,11,cancelled our return flight,66
"""KLM is definitely a league over BA""",Boeing 777,Family Leisure,Economy Class,Copenhagen to Port of Spain via London,2024-02-01,3.0,4.0,1.0,1.4,2.0,5,2.733333333333333,0.4019,Positive,0.4019,2,7,1,452,klm is definitely a league over ba,145
"""Service extremely inattentive""",Boeing 777-300ER,Solo Leisure,First Class,Los Angeles to London,2024-03-01,2.0,1.0,1.0,1.4,3.0,1,1.5666666666666667,0.0,Neutral,0.0,1,3,12,18,service extremely inattentive,169
"""worst business class experience""",Boeing 777-300,Business,Business Class,Singapore to Sydney,2024-03-01,1.0,1.0,2.0,2.0,3.0,2,1.8333333333333333,-0.6249,Negative,-0.6249,0,4,6,54,worst business class experience,167
"""it's truly awful for short-haul""",Boeing 747-400,Business,Business Class,Cyprus to London,2024-02-01,1.0,3.0,2.2,1.0,3.0,1,1.8666666666666665,-0.0258,Neutral,-0.0258,1,5,1,275,its truly awful for shorthaul,129
"""never be flying with BA again""",A380,Solo Leisure,Economy Class,Singapore to Auckland via Sydney,2024-03-01,2.0,3.0,3.0,3.0,1.0,1,2.1666666666666665,0.0,Neutral,0.0,1,6,1,302,never be flying with ba again,81
"""it was extremely underwhelming""",Boeing 787,Couple Leisure,Business Class,London Heathrow to Mexico City,2024-03-01,2.0,2.0,1.0,2.0,2.0,1,1.6666666666666667,0.0,Neutral,0.0,1,4,1,97,it was extremely underwhelming,172
"""an excellent experience""",A319,Solo Leisure,Business Class,Heathrow to Oslo,2024-02-01,4.0,5.0,5.0,3.4,5.0,5,4.566666666666666,0.5719,Positive,0.5719,2,3,1,196,an excellent experience,10
"""they refused to fly me back!",Boeing 777,Solo Leisure,Economy Class,Sydney to Porto via Singapore / London,2023-06-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,2.755620723362659,1,2.533580549028908,-0.3595,Negative,-0.3595,0,6,1,452,they refused to fly me back,145
"""Poor from start to finish""",A320,Couple Leisure,Economy Class,London Heathrow to Lisbon,2024-02-01,1.0,3.0,1.0,1.4,2.0,3,1.9000000000000001,-0.4767,Negative,-0.4767,0,5,4,662,poor from start to finish,26
“customer service non existent”,A320,Solo Leisure,Premium Economy,Madrid to London via Buenos Aires,2024-02-01,1.0,3.0,2.7091954022988505,2.636533432947329,1.0,1,1.8909548058743633,0.0,Neutral,0.0,1,4,1,662,customer service non existent,26
"""no better than the worst of the low cost""",A320,Couple Leisure,Economy Class,Pisa to London Heathrow,2023-09-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,2.755620723362659,1,2.533580549028908,-0.5106,Negative,-0.5106,0,9,3,662,no better than the worst of the low cost,26
"""could not have been better""",A320,Couple Leisure,Business Class,Malaga to London Heathrow,2024-02-01,5.0,5.0,5.0,3.4,4.0,4,4.3999999999999995,-0.3412,Negative,-0.3412,0,5,1,662,could not have been better,26
"""Never again""",A350,Couple Leisure,Economy Class,Phoenix to Lisbon via London,2024-02-01,1.0,5.0,3.0,3.0,1.0,1,2.3333333333333335,0.0,Neutral,0.0,1,2,1,39,never again,79
"""Is this how low BA has fallen?""",A320,Solo Leisure,Economy Class,London to Istanbul,2024-02-01,3.0,1.0,1.0,1.4,2.0,2,1.7333333333333334,-0.5574,Negative,-0.5574,0,7,10,662,is this how low ba has fallen,26
“It was a terrible experience”,Boeing 777,Solo Leisure,Premium Economy,"Austin, TX to Shannon, Ireland via Austin",2024-01-01,3.0,5.0,3.0,3.0,4.0,2,3.3333333333333335,-0.4767,Negative,-0.4767,0,5,1,452,it was a terrible experience,145
"""all needs a serious rework""",A380,Solo Leisure,First Class,London to San Francisco,2023-11-01,1.0,4.0,1.0,1.4,4.0,1,2.066666666666667,-0.0772,Negative,-0.0772,0,5,8,302,all needs a serious rework,81
"""flights they have not actually provided""",A321 neo,Couple Leisure,Economy Class,London Heathrow to Casablanca,2024-02-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,1.0,1,2.2409770951351313,0.0,Neutral,0.0,1,6,1,11,flights they have not actually provided,66
“meticulous attention to detail”,A320,Family Leisure,Premium Economy,London Heathrow to Glasgow,2024-01-01,4.0,3.0,2.7091954022988505,2.636533432947329,5.0,4,3.5576214725410296,0.0,Neutral,0.0,1,4,3,662,meticulous attention to detail,26
“they have ignored every communication”,A19,Couple Leisure,Economy Class,London Heathrow to Berlin,2023-10-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,-0.3182,Negative,-0.3182,0,5,2,4,they have ignored every communication,6
"""fabulous cabin crew""",A380-800,Couple Leisure,Business Class,London to Miami,2024-02-01,3.0,4.0,4.0,3.0,2.0,3,3.1666666666666665,0.5267,Positive,0.5267,2,3,8,12,fabulous cabin crew,94
"""no great expectations""",A320,Solo Leisure,Business Class,Athens to London,2023-12-01,3.0,5.0,5.0,3.4,4.0,4,4.066666666666666,0.6249,Positive,0.6249,2,3,10,662,no great expectations,26
"""actively try and split families up""",Boeing 777-200,Family Leisure,Premium Economy,London Gatwick to Cancun,2024-01-01,4.0,4.0,4.0,4.0,1.0,4,3.5,0.3182,Positive,0.3182,2,6,4,171,actively try and split families up,157
"""my cabin luggage was taken""",A320,Business,Economy Class,London to Warsaw,2024-01-01,3.0,3.0,3.0,2.0,1.0,3,2.5,0.0,Neutral,0.0,1,5,3,662,my cabin luggage was taken,26
“appalling service”,Boeing 747-400,Family Leisure,Business Class,London Heathrow to Miami,2023-12-01,2.0,1.0,2.0,2.0,3.0,2,2.0,0.0,Neutral,0.0,1,2,7,275,appalling service,129
“Worst service ever”,A321,Solo Leisure,Economy Class,Boston to Düsseldorf via London,2024-01-01,1.0,2.0,1.0,1.0,1.0,1,1.1666666666666667,0.0,Neutral,0.0,1,3,1,126,worst service ever,59
"""unprofessional attitude of the pilots""",A350,Business,Economy Class,Sao Paulo to London Heathrow,2024-01-01,3.0,4.0,3.0,3.0,3.0,3,3.1666666666666665,-0.5106,Negative,-0.5106,0,5,1,39,unprofessional attitude of the pilots,79
“Next time it will be Jet2”,A320,Couple Leisure,Economy Class,London Heathrow to Lisbon,2024-01-01,1.0,4.0,1.0,1.4,3.0,4,2.4,0.0,Neutral,0.0,1,6,4,662,next time it will be jet,26
“become the Ryanair of long-haul travel”,A380,Family Leisure,Economy Class,London to Hong Kong,2024-01-01,1.0,3.0,1.0,1.0,1.0,2,1.5,0.0,Neutral,0.0,1,6,15,302,become the ryanair of longhaul travel,81
“They never help us”,A321,Family Leisure,Business Class,Dusseldorf (DUS) to Miami (MIA),2024-01-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,-0.3089,Negative,-0.3089,0,4,1,126,they never help us,59
“uncomfortable seat and disgusting food”,A320,Family Leisure,Business Class,Cairo to London Heathrow,2024-01-01,1.0,1.0,1.0,1.4,1.0,1,1.0666666666666667,-0.5267,Negative,-0.5267,0,5,1,662,uncomfortable seat and disgusting food,26
"""Zero customer service""",A350,Family Leisure,Economy Class,Dublin  to London Heathrow,2024-01-01,3.0,3.0,2.7091954022988505,2.636533432947329,1.0,3,2.55762147254103,0.0,Neutral,0.0,1,3,1,39,zero customer service,79
"""baggage arrival nearly took 1.5 hours""",A320,Business,Economy Class,Glasgow to London,2024-01-01,3.0,4.0,2.7091954022988505,2.636533432947329,4.0,3,3.224288139207696,0.0,Neutral,0.0,1,6,4,662,baggage arrival nearly took  hours,26
"""Overall very satisfied""",A350-1000,Solo Leisure,Economy Class,Vancouver to London,2024-01-01,4.0,5.0,3.0,4.0,5.0,5,4.333333333333333,0.4754,Positive,0.4754,2,3,17,10,overall very satisfied,80
"""airline is a total disgrace""",A320,Business,Business Class,Heathrow to Madrid,2023-10-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.5413,Negative,-0.5413,0,5,1,662,airline is a total disgrace,26
"""we were pleased with the service""",Boeing 777 -200,Couple Leisure,Business Class,London to New York,2023-11-01,5.0,5.0,5.0,5.0,5.0,4,4.833333333333333,0.4404,Positive,0.4404,2,6,9,3,we were pleased with the service,147
"""Gate agent was extremely rude""",Boeing 767,Family Leisure,Economy Class,Rome to London,2024-01-01,4.0,5.0,4.0,2.6,1.0,2,3.1,-0.5095,Negative,-0.5095,0,5,9,68,gate agent was extremely rude,140
"""incredibly heartless and incompetent company""",Boeing 777,Family Leisure,Business Class,Gatwick to Geneva,2023-12-01,2.0,1.0,1.0,1.0,1.0,1,1.1666666666666667,-0.7818,Negative,-0.7818,0,5,1,452,incredibly heartless and incompetent company,145
"""their service was hit-and-miss""",A320,Solo Leisure,Business Class,Istanbul to London Heathrow,2023-12-01,1.0,4.0,5.0,1.0,2.0,4,2.8333333333333335,0.0,Neutral,0.0,1,4,3,662,their service was hitandmiss,26
""" Worse than a low-cost carrier""",A320,Solo Leisure,Economy Class,London Heathrow to Istanbul,2023-12-01,3.0,2.0,1.0,1.0,5.0,2,2.3333333333333335,-0.4767,Negative,-0.4767,0,6,3,662, worse than a lowcost carrier,26
"""Very Poor Business class product""",Boeing 777,Business,Business Class,Gatwick to St Lucia,2023-12-01,1.0,5.0,2.0,2.0,1.0,2,2.1666666666666665,-0.5256,Negative,-0.5256,0,5,4,452,very poor business class product,145
“if GF - take your own food”,Boeing 777,Couple Leisure,Business Class,Sydney to London Heathrow,2023-12-01,5.0,3.0,1.0,3.0,3.0,3,3.0,0.0,Neutral,0.0,1,7,1,452,if gf  take your own food,145
“pathetic business class product”,Boeing 777,Business,Business Class,Lisbon to Houston via London Heathrow,2023-11-01,1.0,2.0,4.0,1.0,3.0,1,2.0,0.0,Neutral,0.0,1,4,1,452,pathetic business class product,145
“Staff look tired and overworked”,A350,Solo Leisure,Premium Economy,Vancouver to London Heathrow,2023-12-01,4.0,3.0,2.0,5.0,5.0,2,3.5,-0.4404,Negative,-0.4404,0,5,6,39,staff look tired and overworked,79
“I couldn’t fault them”,A329,Family Leisure,Business Class,London Heathrow to Stockholm,2023-12-01,4.0,5.0,5.0,3.4,5.0,5,4.566666666666666,-0.4019,Negative,-0.4019,0,4,3,1,i couldnt fault them,74
“incompetence in customer service”,A320,Solo Leisure,Economy Class,Indianapolis to Mumbai via London Heathrow,2023-12-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,4,1,662,incompetence in customer service,26
“The most ridiculous thing I've heard”,Boeing 747,Family Leisure,Premium Economy,Cyprus to New York,2023-12-01,2.859667633869692,3.2404661016949152,2.7091954022988505,2.636533432947329,1.0,1,2.2409770951351313,-0.4201,Negative,-0.4201,0,6,1,135,the most ridiculous thing ive heard,117
"""one of the most disgusting onboard meals""",A321,Solo Leisure,Business Class,Gran Canaria  to London Gatwick,2023-12-01,3.0,4.0,1.0,1.4,3.0,5,2.9,-0.5709,Negative,-0.5709,0,7,1,126,one of the most disgusting onboard meals,59
“Does BA pay experts to design these breakfasts”,A320/Boeing 777,Couple Leisure,Business Class,Belfast City to Atlanta via London Heathrow,2023-11-01,4.0,5.0,1.0,3.0,5.0,5,3.8333333333333335,-0.1027,Negative,-0.1027,0,8,1,1,does ba pay experts to design these breakfasts,54
